   11.0000000000000     
          20
   0.00000000   1.79208200   0.00000000   0.05808357   0.00000000   0.05808357   0.25000000   0.05808357   0.05808357
   0.00000000   1.79208200   0.00000000   0.05808357   0.05808357   1.00000000   0.25000000   0.05808357   0.12500000
   0.00000000   1.79208200   0.05808357   2.00000000   0.00000000   0.05808357   0.25000000   0.12500000   0.05808357
   0.00000000   1.79208200   0.05808357   2.00000000   0.05808357   1.00000000   0.25000000   0.12500000   0.12500000
   1.79208200   2.19208200   0.00000000   0.05808357   0.00000000   0.05808357   0.125000000   0.05808357   0.05808357
   1.79208200   2.19208200   0.00000000   0.05808357   0.05808357   1.00000000   0.125000000   0.05808357   0.12500000
   1.79208200   2.19208200   0.05808357   2.00000000   0.00000000   0.05808357   0.125000000   0.12500000   0.05808357
   1.79208200   2.19208200   0.05808357   2.00000000   0.05808357   1.00000000   0.125000000   0.12500000   0.12500000
   2.19208200   2.59208200   0.00000000   0.05808357   0.00000000   0.05808357   0.125000000   0.05808357   0.05808357
   2.19208200   2.59208200   0.00000000   0.05808357   0.05808357   1.00000000   0.125000000   0.05808357   0.12500000
   2.19208200   2.59208200   0.05808357   2.00000000   0.00000000   0.05808357   0.125000000   0.12500000   0.05808357
   2.19208200   2.59208200   0.05808357   2.00000000   0.05808357   1.00000000   0.125000000   0.12500000   0.12500000
   2.59208200   4.20000000   0.00000000   0.05808357   0.00000000   0.05808357   0.25000000   0.05808357   0.05808357
   2.59208200   4.20000000   0.00000000   0.05808357   0.05808357   1.00000000   0.25000000   0.05808357   0.12500000
   2.59208200   4.20000000   0.05808357   2.00000000   0.00000000   0.05808357   0.25000000   0.12500000   0.05808357
   2.59208200   4.20000000   0.05808357   2.00000000   0.05808357   1.00000000   0.25000000   0.12500000   0.12500000
   4.20000000  11.00000000   0.00000000   0.05808357   0.00000000   0.05808357   1.00000000   0.05808357   0.05808357
   4.20000000  11.00000000   0.00000000   0.05808357   0.05808357   1.00000000   1.00000000   0.05808357   0.12500000
   4.20000000  11.00000000   0.05808357   2.00000000   0.00000000   0.05808357   1.00000000   0.12500000   0.05808357
   4.20000000  11.00000000   0.05808357   2.00000000   0.05808357   1.00000000   1.00000000   0.12500000   0.12500000
